coalition,value
3|4|5|8,0.3703703703703704
3|4|5|9,0.5185185185185186
3|4|5|10,0.4259259259259259
3|4|5|11,0.4444444444444445
3|4|5|12,0.4444444444444445
3|4|6|7,0.49999999999999994
3|4|6|8,0.46296296296296297
3|4|6|9,0.48148148148148145
3|4|6|10,0.49999999999999994
3|4|6|11,0.46296296296296297
3|4|6|12,0.49999999999999994
3|4|7|8,0.3518518518518518
3|4|7|9,0.46296296296296297
3|4|7|10,0.4444444444444445
3|4|7|11,0.46296296296296297
3|4|7|12,0.537037037037037
3|4|8|9,0.46296296296296297
3|4|8|10,0.4074074074074074
3|4|8|11,0.46296296296296297
3|4|8|12,0.48148148148148145
3|4|9|10,0.5185185185185186
3|4|9|11,0.5185185185185186
3|4|9|12,0.5185185185185186
3|4|10|11,0.4444444444444445
3|4|10|12,0.574074074074074
3|4|11|12,0.5555555555555556
3|5|6|7,0.4259259259259259
3|5|6|8,0.4074074074074074
3|5|6|9,0.49999999999999994
3|5|6|10,0.48148148148148145
3|5|6|11,0.4444444444444445
3|5|6|12,0.537037037037037
3|5|7|8,0.3333333333333333
3|5|7|9,0.46296296296296297
3|5|7|10,0.3888888888888889
3|5|7|11,0.3888888888888889
3|5|7|12,0.4259259259259259
3|5|8|9,0.48148148148148145
3|5|8|10,0.3703703703703704
3|5|8|11,0.4444444444444445
3|5|8|12,0.46296296296296297
3|5|9|10,0.48148148148148145
3|5|9|11,0.49999999999999994
3|5|9|12,0.537037037037037
3|5|10|11,0.3703703703703704
3|5|10|12,0.49999999999999994
3|5|11|12,0.537037037037037
3|6|7|8,0.3703703703703704
3|6|7|9,0.49999999999999994
3|6|7|10,0.48148148148148145
3|6|7|11,0.3333333333333333
3|6|7|12,0.574074074074074
3|6|8|9,0.5185185185185186
3|6|8|10,0.49999999999999994
3|6|8|11,0.4074074074074074
3|6|8|12,0.5555555555555556
3|6|9|10,0.49999999999999994
3|6|9|11,0.49999999999999994
3|6|9|12,0.5555555555555556
3|6|10|11,0.48148148148148145
3|6|10|12,0.574074074074074
3|6|11|12,0.537037037037037
3|7|8|9,0.46296296296296297
3|7|8|10,0.3703703703703704
3|7|8|11,0.3518518518518518
3|7|8|12,0.5185185185185186
3|7|9|10,0.49999999999999994
3|7|9|11,0.4444444444444445
3|7|9|12,0.5185185185185186
3|7|10|11,0.3518518518518518
3|7|10|12,0.574074074074074
3|7|11|12,0.537037037037037
3|8|9|10,0.48148148148148145
3|8|9|11,0.4444444444444445
3|8|9|12,0.537037037037037
3|8|10|11,0.3888888888888889
3|8|10|12,0.5555555555555556
3|8|11|12,0.5185185185185186
3|9|10|11,0.49999999999999994
3|9|10|12,0.574074074074074
3|9|11|12,0.537037037037037
3|10|11|12,0.5555555555555556
4|5|6|7,0.48148148148148145
4|5|6|8,0.48148148148148145
4|5|6|9,0.5555555555555556
4|5|6|10,0.49999999999999994
4|5|6|11,0.49999999999999994
4|5|6|12,0.49999999999999994
4|5|7|8,0.4074074074074074
4|5|7|9,0.537037037037037
4|5|7|10,0.4074074074074074
4|5|7|11,0.4259259259259259
4|5|7|12,0.4444444444444445
4|5|8|9,0.5185185185185186
4|5|8|10,0.4074074074074074
4|5|8|11,0.3703703703703704
4|5|8|12,0.46296296296296297
4|5|9|10,0.49999999999999994
4|5|9|11,0.5555555555555556
4|5|9|12,0.537037037037037
4|5|10|11,0.4074074074074074
4|5|10|12,0.49999999999999994
4|5|11|12,0.49999999999999994
4|6|7|8,0.4444444444444445
4|6|7|9,0.574074074074074
4|6|7|10,0.5185185185185186
4|6|7|11,0.4444444444444445
4|6|7|12,0.49999999999999994
4|6|8|9,0.5555555555555556
4|6|8|10,0.49999999999999994
4|6|8|11,0.4259259259259259
4|6|8|12,0.46296296296296297
4|6|9|10,0.574074074074074
4|6|9|11,0.5555555555555556
4|6|9|12,0.5555555555555556
4|6|10|11,0.48148148148148145
4|6|10|12,0.574074074074074
4|6|11|12,0.5185185185185186
4|7|8|9,0.49999999999999994
4|7|8|10,0.3888888888888889
4|7|8|11,0.3333333333333333
4|7|8|12,0.46296296296296297
4|7|9|10,0.48148148148148145
4|7|9|11,0.48148148148148145
4|7|9|12,0.49999999999999994
4|7|10|11,0.4074074074074074
4|7|10|12,0.5555555555555556
4|7|11|12,0.49999999999999994
4|8|9|10,0.537037037037037
4|8|9|11,0.49999999999999994
4|8|9|12,0.49999999999999994
4|8|10|11,0.3888888888888889
4|8|10|12,0.537037037037037
4|8|11|12,0.5185185185185186
4|9|10|11,0.574074074074074
4|9|10|12,0.5925925925925926
4|9|11|12,0.5555555555555556
4|10|11|12,0.537037037037037
5|6|7|8,0.48148148148148145
5|6|7|9,0.5185185185185186
5|6|7|10,0.48148148148148145
5|6|7|11,0.3703703703703704
5|6|7|12,0.5185185185185186
5|6|8|9,0.49999999999999994
5|6|8|10,0.46296296296296297
5|6|8|11,0.3888888888888889
5|6|8|12,0.48148148148148145
5|6|9|10,0.49999999999999994
5|6|9|11,0.49999999999999994
5|6|9|12,0.5555555555555556
5|6|10|11,0.5185185185185186
5|6|10|12,0.5555555555555556
5|6|11|12,0.46296296296296297
5|7|8|9,0.48148148148148145
5|7|8|10,0.4074074074074074
5|7|8|11,0.4259259259259259
5|7|8|12,0.46296296296296297
5|7|9|10,0.48148148148148145
5|7|9|11,0.48148148148148145
5|7|9|12,0.5555555555555556
5|7|10|11,0.4444444444444445
5|7|10|12,0.49999999999999994
5|7|11|12,0.5185185185185186
5|8|9|10,0.49999999999999994
5|8|9|11,0.4444444444444445
5|8|9|12,0.49999999999999994
5|8|10|11,0.3888888888888889
5|8|10|12,0.5185185185185186
5|8|11|12,0.49999999999999994
5|9|10|11,0.48148148148148145
5|9|10|12,0.5555555555555556
5|9|11|12,0.5555555555555556
5|10|11|12,0.5185185185185186
6|7|8|9,0.48148148148148145
6|7|8|10,0.49999999999999994
6|7|8|11,0.46296296296296297
6|7|8|12,0.49999999999999994
6|7|9|10,0.5185185185185186
6|7|9|11,0.48148148148148145
6|7|9|12,0.5555555555555556
6|7|10|11,0.49999999999999994
6|7|10|12,0.5555555555555556
6|7|11|12,0.49999999999999994
6|8|9|10,0.5185185185185186
6|8|9|11,0.46296296296296297
6|8|9|12,0.5555555555555556
6|8|10|11,0.48148148148148145
6|8|10|12,0.537037037037037
6|8|11|12,0.537037037037037
6|9|10|11,0.48148148148148145
6|9|10|12,0.5555555555555556
6|9|11|12,0.5555555555555556
6|10|11|12,0.5185185185185186
7|8|9|10,0.48148148148148145
7|8|9|11,0.48148148148148145
7|8|9|12,0.48148148148148145
7|8|10|11,0.25925925925925924
7|8|10|12,0.537037037037037
7|8|11|12,0.5185185185185186
7|9|10|11,0.48148148148148145
7|9|10|12,0.5555555555555556
7|9|11|12,0.5555555555555556
7|10|11|12,0.5555555555555556
8|9|10|11,0.49999999999999994
8|9|10|12,0.574074074074074
8|9|11|12,0.5555555555555556
8|10|11|12,0.537037037037037
9|10|11|12,0.537037037037037
0|1|2|3|4,0.48148148148148145
0|1|2|3|5,0.48148148148148145
0|1|2|3|6,0.5185185185185186
0|1|2|3|7,0.4259259259259259
0|1|2|3|8,0.4444444444444445
0|1|2|3|9,0.3888888888888889
0|1|2|3|10,0.49999999999999994
0|1|2|3|11,0.5555555555555556
0|1|2|3|12,0.5555555555555556
0|1|2|4|5,0.48148148148148145
0|1|2|4|6,0.5185185185185186
0|1|2|4|7,0.4074074074074074
0|1|2|4|8,0.4444444444444445
0|1|2|4|9,0.4074074074074074
0|1|2|4|10,0.49999999999999994
0|1|2|4|11,0.5555555555555556
0|1|2|4|12,0.48148148148148145
0|1|2|5|6,0.537037037037037
0|1|2|5|7,0.48148148148148145
0|1|2|5|8,0.48148148148148145
0|1|2|5|9,0.5185185185185186
0|1|2|5|10,0.5185185185185186
0|1|2|5|11,0.537037037037037
0|1|2|5|12,0.537037037037037
0|1|2|6|7,0.5185185185185186
0|1|2|6|8,0.49999999999999994
0|1|2|6|9,0.537037037037037
0|1|2|6|10,0.574074074074074
0|1|2|6|11,0.537037037037037
0|1|2|6|12,0.5555555555555556
0|1|2|7|8,0.4444444444444445
0|1|2|7|9,0.48148148148148145
0|1|2|7|10,0.49999999999999994
0|1|2|7|11,0.537037037037037
0|1|2|7|12,0.5185185185185186
0|1|2|8|9,0.4259259259259259
0|1|2|8|10,0.4444444444444445
0|1|2|8|11,0.48148148148148145
0|1|2|8|12,0.48148148148148145
0|1|2|9|10,0.48148148148148145
0|1|2|9|11,0.537037037037037
0|1|2|9|12,0.537037037037037
0|1|2|10|11,0.537037037037037
0|1|2|10|12,0.574074074074074
0|1|2|11|12,0.5555555555555556
0|1|3|4|5,0.48148148148148145
0|1|3|4|6,0.537037037037037
0|1|3|4|7,0.49999999999999994
0|1|3|4|8,0.4074074074074074
0|1|3|4|9,0.46296296296296297
0|1|3|4|10,0.537037037037037
0|1|3|4|11,0.574074074074074
0|1|3|4|12,0.537037037037037
0|1|3|5|6,0.537037037037037
0|1|3|5|7,0.49999999999999994
0|1|3|5|8,0.49999999999999994
0|1|3|5|9,0.537037037037037
0|1|3|5|10,0.49999999999999994
0|1|3|5|11,0.5555555555555556
0|1|3|5|12,0.5185185185185186
0|1|3|6|7,0.537037037037037
0|1|3|6|8,0.5555555555555556
0|1|3|6|9,0.5555555555555556
0|1|3|6|10,0.537037037037037
0|1|3|6|11,0.537037037037037
0|1|3|6|12,0.5555555555555556
0|1|3|7|8,0.4259259259259259
0|1|3|7|9,0.5185185185185186
0|1|3|7|10,0.5185185185185186
0|1|3|7|11,0.537037037037037
0|1|3|7|12,0.49999999999999994
0|1|3|8|9,0.4444444444444445
0|1|3|8|10,0.46296296296296297
0|1|3|8|11,0.46296296296296297
0|1|3|8|12,0.48148148148148145
0|1|3|9|10,0.537037037037037
0|1|3|9|11,0.537037037037037
0|1|3|9|12,0.5185185185185186
0|1|3|10|11,0.5555555555555556
0|1|3|10|12,0.5555555555555556
0|1|3|11|12,0.537037037037037
0|1|4|5|6,0.5555555555555556
0|1|4|5|7,0.49999999999999994
0|1|4|5|8,0.49999999999999994
0|1|4|5|9,0.5555555555555556
0|1|4|5|10,0.5185185185185186
0|1|4|5|11,0.5185185185185186
0|1|4|5|12,0.5185185185185186
0|1|4|6|7,0.574074074074074
0|1|4|6|8,0.5555555555555556
0|1|4|6|9,0.5925925925925926
0|1|4|6|10,0.5925925925925926
0|1|4|6|11,0.574074074074074
0|1|4|6|12,0.574074074074074
0|1|4|7|8,0.4444444444444445
0|1|4|7|9,0.5185185185185186
0|1|4|7|10,0.537037037037037
0|1|4|7|11,0.5185185185185186
0|1|4|7|12,0.5185185185185186
0|1|4|8|9,0.4444444444444445
0|1|4|8|10,0.537037037037037
0|1|4|8|11,0.537037037037037
0|1|4|8|12,0.5185185185185186
0|1|4|9|10,0.5185185185185186
0|1|4|9|11,0.5925925925925926
0|1|4|9|12,0.5555555555555556
0|1|4|10|11,0.574074074074074
0|1|4|10|12,0.574074074074074
0|1|4|11|12,0.574074074074074
0|1|5|6|7,0.537037037037037
0|1|5|6|8,0.537037037037037
0|1|5|6|9,0.5555555555555556
0|1|5|6|10,0.537037037037037
0|1|5|6|11,0.5185185185185186
0|1|5|6|12,0.574074074074074
0|1|5|7|8,0.48148148148148145
0|1|5|7|9,0.5185185185185186
0|1|5|7|10,0.49999999999999994
0|1|5|7|11,0.48148148148148145
0|1|5|7|12,0.49999999999999994
0|1|5|8|9,0.537037037037037
0|1|5|8|10,0.5185185185185186
0|1|5|8|11,0.48148148148148145
0|1|5|8|12,0.537037037037037
0|1|5|9|10,0.5555555555555556
0|1|5|9|11,0.5185185185185186
0|1|5|9|12,0.5555555555555556
0|1|5|10|11,0.5185185185185186
0|1|5|10|12,0.5555555555555556
0|1|5|11|12,0.5555555555555556
0|1|6|7|8,0.537037037037037
0|1|6|7|9,0.5555555555555556
0|1|6|7|10,0.5555555555555556
0|1|6|7|11,0.537037037037037
0|1|6|7|12,0.5555555555555556
0|1|6|8|9,0.5555555555555556
0|1|6|8|10,0.5555555555555556
0|1|6|8|11,0.49999999999999994
0|1|6|8|12,0.574074074074074
0|1|6|9|10,0.5555555555555556
0|1|6|9|11,0.5555555555555556
0|1|6|9|12,0.6111111111111112
0|1|6|10|11,0.5185185185185186
0|1|6|10|12,0.574074074074074
0|1|6|11|12,0.574074074074074
0|1|7|8|9,0.46296296296296297
0|1|7|8|10,0.46296296296296297
0|1|7|8|11,0.49999999999999994
0|1|7|8|12,0.49999999999999994
0|1|7|9|10,0.537037037037037
0|1|7|9|11,0.537037037037037
0|1|7|9|12,0.5185185185185186
0|1|7|10|11,0.537037037037037
0|1|7|10|12,0.5555555555555556
0|1|7|11|12,0.5185185185185186
0|1|8|9|10,0.537037037037037
0|1|8|9|11,0.537037037037037
0|1|8|9|12,0.574074074074074
0|1|8|10|11,0.5185185185185186
0|1|8|10|12,0.5925925925925926
0|1|8|11|12,0.537037037037037
0|1|9|10|11,0.574074074074074
0|1|9|10|12,0.6111111111111112
0|1|9|11|12,0.5925925925925926
0|1|10|11|12,0.537037037037037
0|2|3|4|5,0.5185185185185186
0|2|3|4|6,0.574074074074074
0|2|3|4|7,0.49999999999999994
0|2|3|4|8,0.4444444444444445
0|2|3|4|9,0.46296296296296297
0|2|3|4|10,0.574074074074074
0|2|3|4|11,0.537037037037037
0|2|3|4|12,0.5185185185185186
0|2|3|5|6,0.537037037037037
0|2|3|5|7,0.5185185185185186
0|2|3|5|8,0.49999999999999994
0|2|3|5|9,0.537037037037037
0|2|3|5|10,0.49999999999999994
0|2|3|5|11,0.5185185185185186
0|2|3|5|12,0.49999999999999994
0|2|3|6|7,0.49999999999999994
0|2|3|6|8,0.5185185185185186
0|2|3|6|9,0.5555555555555556
0|2|3|6|10,0.5185185185185186
0|2|3|6|11,0.49999999999999994
0|2|3|6|12,0.5555555555555556
0|2|3|7|8,0.4444444444444445
0|2|3|7|9,0.5185185185185186
0|2|3|7|10,0.5555555555555556
0|2|3|7|11,0.48148148148148145
0|2|3|7|12,0.5555555555555556
0|2|3|8|9,0.48148148148148145
0|2|3|8|10,0.4444444444444445
0|2|3|8|11,0.4444444444444445
0|2|3|8|12,0.46296296296296297
0|2|3|9|10,0.537037037037037
0|2|3|9|11,0.537037037037037
0|2|3|9|12,0.49999999999999994
0|2|3|10|11,0.49999999999999994
0|2|3|10|12,0.574074074074074
0|2|3|11|12,0.5185185185185186
0|2|4|5|6,0.574074074074074
0|2|4|5|7,0.49999999999999994
0|2|4|5|8,0.49999999999999994
0|2|4|5|9,0.5555555555555556
0|2|4|5|10,0.5185185185185186
0|2|4|5|11,0.48148148148148145
0|2|4|5|12,0.49999999999999994
0|2|4|6|7,0.5555555555555556
0|2|4|6|8,0.5555555555555556
0|2|4|6|9,0.6111111111111112
0|2|4|6|10,0.574074074074074
0|2|4|6|11,0.5555555555555556
0|2|4|6|12,0.5555555555555556
0|2|4|7|8,0.4444444444444445
0|2|4|7|9,0.5185185185185186
0|2|4|7|10,0.5185185185185186
0|2|4|7|11,0.5185185185185186
0|2|4|7|12,0.5185185185185186
0|2|4|8|9,0.48148148148148145
0|2|4|8|10,0.537037037037037
0|2|4|8|11,0.46296296296296297
0|2|4|8|12,0.49999999999999994
0|2|4|9|10,0.5185185185185186
0|2|4|9|11,0.574074074074074
0|2|4|9|12,0.5185185185185186
0|2|4|10|11,0.5185185185185186
0|2|4|10|12,0.574074074074074
0|2|4|11|12,0.537037037037037
0|2|5|6|7,0.49999999999999994
0|2|5|6|8,0.5185185185185186
0|2|5|6|9,0.5555555555555556
0|2|5|6|10,0.5185185185185186
0|2|5|6|11,0.5185185185185186
0|2|5|6|12,0.537037037037037
0|2|5|7|8,0.4444444444444445
0|2|5|7|9,0.49999999999999994
0|2|5|7|10,0.49999999999999994
0|2|5|7|11,0.49999999999999994
0|2|5|7|12,0.49999999999999994
0|2|5|8|9,0.537037037037037
0|2|5|8|10,0.49999999999999994
0|2|5|8|11,0.4444444444444445
0|2|5|8|12,0.48148148148148145
0|2|5|9|10,0.5555555555555556
0|2|5|9|11,0.537037037037037
0|2|5|9|12,0.537037037037037
0|2|5|10|11,0.5185185185185186
0|2|5|10|12,0.537037037037037
0|2|5|11|12,0.537037037037037
0|2|6|7|8,0.48148148148148145
0|2|6|7|9,0.5555555555555556
0|2|6|7|10,0.537037037037037
0|2|6|7|11,0.5185185185185186
0|2|6|7|12,0.537037037037037
0|2|6|8|9,0.574074074074074
0|2|6|8|10,0.5555555555555556
0|2|6|8|11,0.48148148148148145
0|2|6|8|12,0.574074074074074
0|2|6|9|10,0.5555555555555556
0|2|6|9|11,0.5185185185185186
0|2|6|9|12,0.5925925925925926
0|2|6|10|11,0.5185185185185186
0|2|6|10|12,0.5925925925925926
0|2|6|11|12,0.5555555555555556
0|2|7|8|9,0.46296296296296297
0|2|7|8|10,0.49999999999999994
0|2|7|8|11,0.46296296296296297
0|2|7|8|12,0.48148148148148145
0|2|7|9|10,0.537037037037037
0|2|7|9|11,0.537037037037037
0|2|7|9|12,0.537037037037037
0|2|7|10|11,0.5185185185185186
0|2|7|10|12,0.5555555555555556
0|2|7|11|12,0.5555555555555556
0|2|8|9|10,0.49999999999999994
0|2|8|9|11,0.537037037037037
0|2|8|9|12,0.49999999999999994
0|2|8|10|11,0.5555555555555556
0|2|8|10|12,0.5555555555555556
0|2|8|11|12,0.5185185185185186
0|2|9|10|11,0.537037037037037
0|2|9|10|12,0.5925925925925926
0|2|9|11|12,0.574074074074074
0|2|10|11|12,0.574074074074074
0|3|4|5|6,0.5555555555555556
0|3|4|5|7,0.5185185185185186
0|3|4|5|8,0.48148148148148145
0|3|4|5|9,0.537037037037037
0|3|4|5|10,0.49999999999999994
0|3|4|5|11,0.5185185185185186
0|3|4|5|12,0.49999999999999994
0|3|4|6|7,0.49999999999999994
0|3|4|6|8,0.5185185185185186
0|3|4|6|9,0.574074074074074
0|3|4|6|10,0.537037037037037
0|3|4|6|11,0.5555555555555556
0|3|4|6|12,0.5555555555555556
0|3|4|7|8,0.4444444444444445
0|3|4|7|9,0.5185185185185186
0|3|4|7|10,0.5185185185185186
0|3|4|7|11,0.5185185185185186
0|3|4|7|12,0.5555555555555556
0|3|4|8|9,0.48148148148148145
0|3|4|8|10,0.4444444444444445
0|3|4|8|11,0.48148148148148145
0|3|4|8|12,0.46296296296296297
0|3|4|9|10,0.537037037037037
0|3|4|9|11,0.5555555555555556
0|3|4|9|12,0.537037037037037
0|3|4|10|11,0.5185185185185186
0|3|4|10|12,0.574074074074074
0|3|4|11|12,0.5555555555555556
0|3|5|6|7,0.49999999999999994
0|3|5|6|8,0.49999999999999994
0|3|5|6|9,0.574074074074074
0|3|5|6|10,0.537037037037037
0|3|5|6|11,0.49999999999999994
0|3|5|6|12,0.537037037037037
0|3|5|7|8,0.4444444444444445
0|3|5|7|9,0.5185185185185186
0|3|5|7|10,0.49999999999999994
0|3|5|7|11,0.5185185185185186
0|3|5|7|12,0.4444444444444445
0|3|5|8|9,0.5185185185185186
0|3|5|8|10,0.49999999999999994
0|3|5|8|11,0.48148148148148145
0|3|5|8|12,0.46296296296296297
0|3|5|9|10,0.5185185185185186
0|3|5|9|11,0.537037037037037
0|3|5|9|12,0.5555555555555556
0|3|5|10|11,0.5185185185185186
0|3|5|10|12,0.5185185185185186
0|3|5|11|12,0.5555555555555556
0|3|6|7|8,0.5185185185185186
0|3|6|7|9,0.5555555555555556
0|3|6|7|10,0.5185185185185186
0|3|6|7|11,0.48148148148148145
0|3|6|7|12,0.537037037037037
0|3|6|8|9,0.5555555555555556
0|3|6|8|10,0.5555555555555556
0|3|6|8|11,0.48148148148148145
0|3|6|8|12,0.5555555555555556
0|3|6|9|10,0.537037037037037
0|3|6|9|11,0.5555555555555556
0|3|6|9|12,0.574074074074074
0|3|6|10|11,0.48148148148148145
0|3|6|10|12,0.574074074074074
0|3|6|11|12,0.574074074074074
0|3|7|8|9,0.5185185185185186
0|3|7|8|10,0.5185185185185186
0|3|7|8|11,0.46296296296296297
0|3|7|8|12,0.4444444444444445
0|3|7|9|10,0.537037037037037
0|3|7|9|11,0.5555555555555556
0|3|7|9|12,0.48148148148148145
0|3|7|10|11,0.5185185185185186
0|3|7|10|12,0.5555555555555556
0|3|7|11|12,0.49999999999999994
0|3|8|9|10,0.537037037037037
0|3|8|9|11,0.537037037037037
0|3|8|9|12,0.5185185185185186
0|3|8|10|11,0.5185185185185186
0|3|8|10|12,0.5555555555555556
0|3|8|11|12,0.537037037037037
0|3|9|10|11,0.5185185185185186
0|3|9|10|12,0.574074074074074
0|3|9|11|12,0.5555555555555556
0|3|10|11|12,0.537037037037037
0|4|5|6|7,0.5555555555555556
0|4|5|6|8,0.537037037037037
0|4|5|6|9,0.574074074074074
0|4|5|6|10,0.574074074074074
0|4|5|6|11,0.48148148148148145
0|4|5|6|12,0.5555555555555556
0|4|5|7|8,0.5185185185185186
0|4|5|7|9,0.537037037037037
0|4|5|7|10,0.5185185185185186
0|4|5|7|11,0.537037037037037
0|4|5|7|12,0.5185185185185186
0|4|5|8|9,0.5185185185185186
0|4|5|8|10,0.49999999999999994
0|4|5|8|11,0.49999999999999994
0|4|5|8|12,0.48148148148148145
0|4|5|9|10,0.5555555555555556
0|4|5|9|11,0.574074074074074
0|4|5|9|12,0.5555555555555556
0|4|5|10|11,0.5185185185185186
0|4|5|10|12,0.5185185185185186
0|4|5|11|12,0.537037037037037
0|4|6|7|8,0.5555555555555556
0|4|6|7|9,0.5555555555555556
0|4|6|7|10,0.574074074074074
0|4|6|7|11,0.5185185185185186
0|4|6|7|12,0.5555555555555556
0|4|6|8|9,0.574074074074074
0|4|6|8|10,0.574074074074074
0|4|6|8|11,0.48148148148148145
0|4|6|8|12,0.574074074074074
0|4|6|9|10,0.5925925925925926
0|4|6|9|11,0.5555555555555556
0|4|6|9|12,0.5925925925925926
0|4|6|10|11,0.537037037037037
0|4|6|10|12,0.574074074074074
0|4|6|11|12,0.5925925925925926
0|4|7|8|9,0.5185185185185186
0|4|7|8|10,0.537037037037037
0|4|7|8|11,0.5555555555555556
0|4|7|8|12,0.5185185185185186
0|4|7|9|10,0.574074074074074
0|4|7|9|11,0.537037037037037
0|4|7|9|12,0.537037037037037
0|4|7|10|11,0.5185185185185186
0|4|7|10|12,0.5555555555555556
0|4|7|11|12,0.537037037037037
0|4|8|9|10,0.574074074074074
0|4|8|9|11,0.537037037037037
0|4|8|9|12,0.5555555555555556
0|4|8|10|11,0.537037037037037
0|4|8|10|12,0.5555555555555556
0|4|8|11|12,0.537037037037037
0|4|9|10|11,0.574074074074074
0|4|9|10|12,0.6111111111111112
0|4|9|11|12,0.5925925925925926
0|4|10|11|12,0.5555555555555556
0|5|6|7|8,0.537037037037037
0|5|6|7|9,0.5555555555555556
0|5|6|7|10,0.5555555555555556
0|5|6|7|11,0.48148148148148145
0|5|6|7|12,0.5555555555555556
0|5|6|8|9,0.574074074074074
0|5|6|8|10,0.574074074074074
0|5|6|8|11,0.49999999999999994
0|5|6|8|12,0.537037037037037
0|5|6|9|10,0.5925925925925926
0|5|6|9|11,0.5555555555555556
0|5|6|9|12,0.5925925925925926
0|5|6|10|11,0.49999999999999994
0|5|6|10|12,0.574074074074074
0|5|6|11|12,0.574074074074074
0|5|7|8|9,0.49999999999999994
0|5|7|8|10,0.5185185185185186
0|5|7|8|11,0.48148148148148145
0|5|7|8|12,0.4444444444444445
0|5|7|9|10,0.537037037037037
0|5|7|9|11,0.537037037037037
0|5|7|9|12,0.5185185185185186
0|5|7|10|11,0.5185185185185186
0|5|7|10|12,0.5185185185185186
0|5|7|11|12,0.537037037037037
0|5|8|9|10,0.5555555555555556
0|5|8|9|11,0.537037037037037
0|5|8|9|12,0.5185185185185186
0|5|8|10|11,0.49999999999999994
0|5|8|10|12,0.5185185185185186
0|5|8|11|12,0.5185185185185186
0|5|9|10|11,0.574074074074074
0|5|9|10|12,0.5555555555555556
0|5|9|11|12,0.5925925925925926
0|5|10|11|12,0.5555555555555556
0|6|7|8|9,0.537037037037037
0|6|7|8|10,0.5185185185185186
0|6|7|8|11,0.537037037037037
0|6|7|8|12,0.537037037037037
0|6|7|9|10,0.574074074074074
0|6|7|9|11,0.5555555555555556
0|6|7|9|12,0.574074074074074
0|6|7|10|11,0.574074074074074
0|6|7|10|12,0.5925925925925926
0|6|7|11|12,0.5185185185185186
0|6|8|9|10,0.537037037037037
0|6|8|9|11,0.5555555555555556
0|6|8|9|12,0.5925925925925926
0|6|8|10|11,0.574074074074074
0|6|8|10|12,0.5925925925925926
0|6|8|11|12,0.537037037037037
0|6|9|10|11,0.5555555555555556
0|6|9|10|12,0.6111111111111112
0|6|9|11|12,0.574074074074074
0|6|10|11|12,0.574074074074074
0|7|8|9|10,0.49999999999999994
0|7|8|9|11,0.5185185185185186
0|7|8|9|12,0.5555555555555556
0|7|8|10|11,0.5185185185185186
0|7|8|10|12,0.5555555555555556
0|7|8|11|12,0.537037037037037
0|7|9|10|11,0.537037037037037
0|7|9|10|12,0.6111111111111112
0|7|9|11|12,0.574074074074074
0|7|10|11|12,0.537037037037037
0|8|9|10|11,0.5185185185185186
0|8|9|10|12,0.574074074074074
0|8|9|11|12,0.5925925925925926
0|8|10|11|12,0.49999999999999994
0|9|10|11|12,0.574074074074074
1|2|3|4|5,0.4259259259259259
1|2|3|4|6,0.5185185185185186
1|2|3|4|7,0.3518518518518518
1|2|3|4|8,0.4259259259259259
1|2|3|4|9,0.48148148148148145
1|2|3|4|10,0.4444444444444445
1|2|3|4|11,0.49999999999999994
1|2|3|4|12,0.49999999999999994
1|2|3|5|6,0.4444444444444445
1|2|3|5|7,0.3703703703703704
1|2|3|5|8,0.4074074074074074
1|2|3|5|9,0.537037037037037
1|2|3|5|10,0.46296296296296297
1|2|3|5|11,0.48148148148148145
1|2|3|5|12,0.49999999999999994
1|2|3|6|7,0.4259259259259259
1|2|3|6|8,0.4444444444444445
